"APOGEE_ID","cluster"
"2M18550247-3031314",7
"2M18550293-3029523",7
"2M18550560-3026332",8
"2M18551171-2242420",5
"2M18552660-3025543",6
"2M18552982-3028545",7
"2M18594472-3639043",6
"2M19090865-6009251",8
"2M19093295-5957338",8
"2M19094430-6015004",8
"2M19095219-5957438",8
"2M19095631-5951276",4
"2M19100551-5943257",6
"2M19100895-5959022",6
"2M19102039-6001565",4
"2M19102705-6008405",8
"2M19103388-6006048",3
"2M19103867-5954507",8
"2M19104533-5944306",3
"2M19105903+0103142",2
"2M19110769-6001239",3
"2M19111990-6009027",8
"2M19113048-5954343",6
"2M19113192-5958371",4
"2M19113265-6000021",8
"2M19113471-5951018",5
"2M19114668-5958086",8
"2M19115324-5953501",4
"2M19120432-5951550",3
"2M19120559-6001164",3
"2M19121181-5950266",3
"2M19392429-3053510",4
"2M19393734-3057322",7
"2M19394498-3100137",5
"2M19394647-3057463",4
"2M19395055-3058294",3
"2M19395061-3055421",5
"2M19395107-3056275",5
"2M19395453-3056269",5
"2M19395601-3055169",7
"2M19395964-3055100",4
"2M19400535-3053118",4
"2M19400785-3102131",7
"2M19400853-3050167",5
"2M19532580+1850334",2
"2M19533893+1843111",2
"2M19534061+1848284",2
"2M19534103+1846056",2
"2M19534288+1846374",2
"2M19534477+1846349",2
"2M19534576+1842360",2
"2M19534838+1848449",2
"2M19534870+1848327",2
"2M19535009+1851185",2
"2M21290843+1209118",8
"2M21295082+1211301",8
"2M21295145+1208105",3
"2M21295519+1211432",4
"2M21300053+1211369",8
"2M21300480+1211469",3
"2M21300733+1209378",8
"2M21331723-0048171",7
"2M21332531-0052511",7
"2M21333747-0047252",5
