APOGEE_ID,C_FE,CI_FE,N_FE,O_FE,NA_FE,MG_FE,AL_FE,SI_FE,S_FE,K_FE,CA_FE,TI_FE,TIII_FE,V_FE,CR_FE,MN_FE,FE_H,CO_FE,NI_FE,split
2M16470314-0155556,-0.5153481950292512,0.04749796863920244,-0.890152333399187,0.7609723467715623,-2.4236331841638976,0.31011623052591447,-1.0305523514381028,0.4416819376736311,-1.1000854683190175,-0.5473835402257695,-0.5164887664630675,-0.4368403979895621,-0.3613919843380719,-0.6949295883912145,-0.21420220357667022,-0.9438364564746065,0.26843888510694514,-0.16627998863069368,0.4567854180684659,Train
2M10180369-4632086,0.7738819247132968,0.9201365032952594,-1.611371587530405,0.5863297324000292,0.0014096501291852813,-0.27294932138241934,-1.2365501068657345,-1.2257168367996953,-1.4643900892781432,0.5527724876349871,0.2272609314399072,-1.3860762414120085,-0.879523397807502,-0.8250627650463178,-2.926274844918718,0.6483451557209563,0.2997562330058598,0.4760779767503575,-0.29703850320231306,Train
2M17404654-5329417,0.9270643839899062,0.25961866358929686,0.11145736524691763,0.05212847659754407,0.946302541739302,0.5912423673048572,0.35277963213774033,0.6770961327611639,2.013382068350321,0.44959782698919465,-2.194160716316806,3.231805935498875,0.6920183772924641,1.1313234436809076,2.369613060046208,2.2181446084572096,-1.5346189152371015,2.6374185685783567,0.0703014976988722,Train
2M18592786-3636509,-0.5131438137411256,-1.0195755247505216,0.9157091691432495,0.04308354848137341,0.12652095237023692,0.33640108421892506,0.012067270355401465,-0.11069948238766317,-0.2871510009515676,0.1687348125079382,0.10851542674619673,0.9317666449725995,1.0473489497115298,0.5530574601683146,0.0061693247039161766,0.38332094784408544,1.1250453600141346,0.4496999342785653,0.17056915189375227,Train
2M00271353-7159535,0.7814552631168246,0.6072126620088579,-1.1399933718343556,0.3172852366611689,-0.13270839166760745,0.9271640726185756,0.010222346875268892,0.04527629131652071,0.2338429050111403,0.30374868950831646,-0.19758950767399694,0.6005360516362602,0.8269396297885581,-0.7378686654740323,-0.0813862070468389,0.382862826775974,1.8245260263235714,0.49770091566517277,0.7841098742347973,Train
2M16570827-0405151,-1.8448597410347782,-1.6169727529312266,1.0217531331932492,-0.947596706214357,-2.056844682475986,-1.0329187773620556,1.0940179588844932,-0.31692372420089493,0.03150091725057364,-3.7202709034605923,0.18909515436459767,-0.5450330143823015,-0.47568958581090076,-0.21002865596920858,-0.17547772066503406,1.0934444147920213,-0.3484101886724894,-1.0698448468339243,-0.16942572408502854,Train
2M13274431-4725071,0.23887505692347308,1.1534398010255424,-0.3095224791892998,0.895811253254255,0.5676752192628524,-0.19902862119544362,-0.8061067802537002,1.039744694845102,0.24383209916504944,0.3456843052928312,0.33679672874375394,0.0033094253340850105,0.5732948018887105,-2.201788939159228,0.2680661994806867,-0.9713045431637614,-0.28320849714524127,-1.5526678235434486,-0.33532201426080793,Train
2M19395061-3055421,-0.6687323123673927,-0.22507163143393252,-0.09557687735068422,-0.21520735213461742,0.7450404178595484,0.20341461693698265,-0.058270251075054444,-0.556463077055954,-1.739423057354728,1.628151723571661,-2.305847129377156,0.030522529378812443,-0.9156160008406761,0.5596671384763662,1.4756590434166383,0.01410301871306225,-0.675445444600496,1.5405839833675963,0.6901331138576299,Train
2M17361421-3834371,0.8884741003549547,0.5298385631156244,-0.9056378505411325,0.20142453364765409,-0.13123945173297266,0.683087604273054,-0.0011425591087174287,-0.5242636503949404,-0.000629445710481274,-0.22661890050293657,-0.6510093325283104,0.009316709401832293,0.008627627846203344,-0.12854083454268186,-0.009985730202031935,0.01410301871306225,1.7699260271588229,0.7644599654793267,0.9417114592837168,Train
2M19075686-6007014,-1.2240321009539246,-1.606548682994605,0.9733745256050483,-1.1929196884611015,0.0014096501291852813,-2.1621074549002484,1.3013162449984557,-1.8446021929205199,-0.6304469770750656,0.0757298087365781,0.24656540074338604,1.048655563735419,0.7840272918565091,0.09903739458705277,0.01622089392284993,0.4667444586157218,0.08464199088053079,0.2539935758868139,0.39480181454959734,Train
2M10165495-4623196,1.1742422499098837,0.70724926485977,-1.5834998941855019,0.037341115450087795,0.09543258703674502,-0.07308104057052413,-1.379164321416144,-0.35625388258002605,-1.0672130090280507,0.7605999378080723,-0.19599015507975825,0.7987108921717508,0.008627627846203344,1.02326637052215,1.6630186717421513,2.071643483175769,0.07514410668167962,-0.6052949187890685,-0.32529583877452384,Train
2M00253618-7202051,0.23063704024915235,-0.2118254317344978,0.9493793841690789,0.054080349097763984,0.6687885979283544,0.821967097138577,0.4850181949453032,-0.2754798486185671,-0.4010845740415449,0.21806595406424895,0.12743260541181262,1.264888650721243,0.7710696971029812,0.06376700575722494,0.12585737208544384,0.9022804734544195,1.9385006367097892,0.7039254726232197,0.8811867007815339,Train
